Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2985,US-2022-126753,16/8/2022,20/8/2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,2,0.7,-1.9068
2986,US-2022-128090,16/8/2022,22/8/2022,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2,0.2,1.764
2987,US-2022-126753,16/8/2022,20/8/2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,10.272,3,0.2,3.21
2988,US-2022-128090,16/8/2022,22/8/2022,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,313.024,8,0.2,105.6456
2989,US-2022-126753,16/8/2022,20/8/2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,10.368,2,0.2,3.6288
2990,US-2022-164238,16/8/2022,20/8/2022,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,44.688,7,0.2,3.3516
2991,US-2022-126753,16/8/2022,20/8/2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,31.176,3,0.2,-5.4558
2992,US-2022-128090,16/8/2022,22/8/2022,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,5,0.2,211.4955
2993,US-2022-126753,16/8/2022,20/8/2022,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,519.792,4,0.4,-112.6216
2994,US-2022-119627,17/8/2022,23/8/2022,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,10.272,3,0.2,1.1556
2995,US-2022-111297,17/8/2022,21/8/2022,Standard Class,SC-20440,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,02740,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,52.2,9,0,23.49
2996,US-2022-119627,17/8/2022,23/8/2022,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345,West,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,36.288,7,0.2,12.7008
2997,US-2022-119627,17/8/2022,23/8/2022,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,252.8,4,0.2,-31.6
2998,US-2022-119627,17/8/2022,23/8/2022,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,30.08,2,0.2,-5.264
2999,US-2022-130456,21/8/2022,26/8/2022,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494
3000,US-2022-144267,21/8/2022,23/8/2022,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
3001,US-2022-154823,21/8/2022,25/8/2022,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598.458,3,0.3,-42.747
3002,US-2022-154823,21/8/2022,25/8/2022,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,25.984,1,0.2,-3.8976
3003,US-2022-122168,21/8/2022,26/8/2022,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",35.76,12,0,10.0128
3004,US-2022-122168,21/8/2022,26/8/2022,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",17.52,3,0,8.2344
3005,US-2022-154823,21/8/2022,25/8/2022,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796
3006,US-2022-130512,21/8/2022,25/8/2022,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,99.588,2,0.7,-82.99
3007,US-2022-144267,21/8/2022,23/8/2022,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,3,0,28.1718
3008,US-2022-144267,21/8/2022,23/8/2022,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,23.92,4,0,11.7208
3009,US-2022-130512,21/8/2022,25/8/2022,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,49.568,2,0.2,15.49
3010,US-2022-144267,21/8/2022,23/8/2022,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,4.28,1,0,1.926
3011,US-2022-130456,21/8/2022,26/8/2022,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392
3012,US-2022-130512,21/8/2022,25/8/2022,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",663.072,6,0.2,-165.768
3013,US-2022-130512,21/8/2022,25/8/2022,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,3.488,2,0.2,-0.6976
3014,US-2022-130512,21/8/2022,25/8/2022,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,21.728,4,0.2,3.8024
3015,US-2022-129854,22/8/2022,26/8/2022,Standard Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,16.52,4,0,7.5992
3016,US-2022-132080,22/8/2022,25/8/2022,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864
3017,US-2022-114468,23/8/2022,23/8/2022,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,5.768,2,0.8,-13.5548
3018,US-2022-165624,23/8/2022,28/8/2022,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0,152.0232
3019,US-2022-165624,23/8/2022,28/8/2022,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,0,6.7236
3020,US-2022-114468,23/8/2022,23/8/2022,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-FA-10003021,Office Supplies,Fasteners,Staples,12.032,8,0.2,2.256
3021,US-2022-165624,23/8/2022,28/8/2022,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3,0,4.2336
3022,US-2022-114468,23/8/2022,23/8/2022,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288
3023,US-2022-165624,23/8/2022,28/8/2022,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,193.8,5,0,94.962
3024,US-2022-165624,23/8/2022,28/8/2022,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,97.88,2,0,48.94
3025,US-2022-165624,23/8/2022,28/8/2022,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,21.4,5,0,9.63
3026,US-2022-114468,23/8/2022,23/8/2022,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,4,0.2,2.772
3027,US-2022-165624,23/8/2022,28/8/2022,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,0,47.8629
3028,US-2022-113740,24/8/2022,28/8/2022,Second Class,SC-20380,Shahid Collister,Consumer,United States,New York City,New York,10035,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0,4.6221
3029,US-2022-139584,24/8/2022,28/8/2022,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
3030,US-2022-146563,24/8/2022,28/8/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295
3031,US-2022-169299,24/8/2022,26/8/2022,First Class,DO-13435,Denny Ordway,Consumer,United States,Portland,Oregon,97206,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152,3,0.2,0.7152
3032,US-2022-146563,24/8/2022,28/8/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222
3033,US-2022-123939,24/8/2022,26/8/2022,Second Class,MS-17710,Maurice Satty,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,6.912,3,0.2,2.5056
3034,US-2022-146563,24/8/2022,28/8/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929
3035,US-2022-146563,24/8/2022,28/8/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765
3036,US-2022-123939,24/8/2022,26/8/2022,Second Class,MS-17710,Maurice Satty,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,435.504,3,0.2,48.9942
3037,US-2022-139584,24/8/2022,28/8/2022,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,0,11.7
3038,US-2022-102491,24/8/2022,28/8/2022,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,79.96,4,0,18.3908
3039,US-2022-102491,24/8/2022,28/8/2022,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080,7,0,1416.8
3040,US-2022-123939,24/8/2022,26/8/2022,Second Class,MS-17710,Maurice Satty,Consumer,United States,Bowling Green,Ohio,43402,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",26.982,3,0.4,4.0473
3041,US-2022-102491,24/8/2022,28/8/2022,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0,170.5113
3042,US-2022-139759,25/8/2022,30/8/2022,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882
3043,US-2022-168809,25/8/2022,25/8/2022,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,2,0.6,-16.5858
3044,US-2022-168809,25/8/2022,25/8/2022,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,7.88,5,0.6,-3.94
3045,US-2022-139759,25/8/2022,30/8/2022,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,4,0,29.6688
3046,US-2022-168809,25/8/2022,25/8/2022,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,3.798,1,0.8,-6.0768
3047,US-2022-113040,27/8/2022,31/8/2022,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90045,West,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,1,0.2,1.6588
3048,US-2022-101707,27/8/2022,1/9/2022,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,0,1.4784
3049,US-2022-101707,27/8/2022,1/9/2022,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,0,52.532
3050,US-2022-126445,27/8/2022,31/8/2022,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3,0,92.0835
3051,US-2022-101707,27/8/2022,1/9/2022,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0,9.2232
3052,US-2022-121188,28/8/2022,4/9/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,307.666,2,0.15,28.9568
3053,US-2022-121188,28/8/2022,4/9/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,4.16,2,0,1.7472
3054,US-2022-166219,28/8/2022,1/9/2022,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Dallas,Texas,75081,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,103.481,1,0.3,-16.2613
3055,US-2022-121188,28/8/2022,4/9/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,41.36,5,0.2,13.959
3056,US-2022-121188,28/8/2022,4/9/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,728.82,9,0,29.1528
3057,US-2022-121188,28/8/2022,4/9/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",892.35,5,0,267.705
3058,US-2022-107902,28/8/2022,2/9/2022,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Fairfield,Connecticut,06824,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",470.36,11,0,122.2936
3059,US-2022-100377,28/8/2022,1/9/2022,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.9875
3060,US-2022-121188,28/8/2022,4/9/2022,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,0.2,15.1116
3061,US-2022-166219,28/8/2022,1/9/2022,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,5,0.2,82.497
3062,US-2022-108532,29/8/2022,2/9/2022,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Detroit,Michigan,48234,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,114.52,7,0,11.452
3063,US-2022-108532,29/8/2022,2/9/2022,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Detroit,Michigan,48234,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,131.98,2,0,35.6346
3064,US-2022-111514,31/8/2022,2/9/2022,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,7,0.15,200.9546
3065,US-2022-111514,31/8/2022,2/9/2022,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185
3066,US-2022-112319,31/8/2022,5/9/2022,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,9,0,27.9936
3067,US-2022-142139,31/8/2022,5/9/2022,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Bedford,Texas,76021,Central,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96,4,0.2,6.812
3068,US-2022-111514,31/8/2022,2/9/2022,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51,1,0,15.6993
3069,US-2022-111514,31/8/2022,2/9/2022,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976,3,0.2,80.9919
3070,US-2022-157805,31/8/2022,4/9/2022,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,San Diego,California,92037,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,555.96,5,0.2,41.697
3071,US-2022-104626,1/9/2022,8/9/2022,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,02038,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1,0,15.185
3072,US-2022-104626,1/9/2022,8/9/2022,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,02038,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0,27.3592
3073,US-2022-104626,1/9/2022,8/9/2022,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,02038,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5,0,51.57
3074,US-2022-137946,1/9/2022,4/9/2022,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038
3075,US-2022-137946,1/9/2022,4/9/2022,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,0.2,4.49
3076,US-2022-104626,1/9/2022,8/9/2022,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,02038,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,6,0,315.7404
3077,US-2022-137946,1/9/2022,4/9/2022,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944
3078,US-2022-146745,3/9/2022,8/9/2022,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,0.2,-12.9568
3079,US-2022-113215,3/9/2022,8/9/2022,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,Tucson,Arizona,85705,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,3,0.2,89.307
3080,US-2022-121608,3/9/2022,5/9/2022,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,06010,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528
3081,US-2022-146745,3/9/2022,8/9/2022,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,0.2,2.1492
3082,US-2022-149734,3/9/2022,8/9/2022,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
3083,US-2022-138303,3/9/2022,7/9/2022,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6,0.2,19.692
3084,US-2022-169537,3/9/2022,7/9/2022,Second Class,JH-15820,John Huston,Consumer,United States,Holland,Michigan,49423,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,7.5,2,0,3.6
3085,US-2022-130204,3/9/2022,9/9/2022,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888
3086,US-2022-104185,3/9/2022,8/9/2022,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33,1,0,31.2858
3087,US-2022-138303,3/9/2022,7/9/2022,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.336,3,0.2,-7.2672
3088,US-2022-138303,3/9/2022,7/9/2022,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,1,0.2,-149.9058
3089,US-2022-130204,3/9/2022,9/9/2022,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401
3090,US-2022-130204,3/9/2022,9/9/2022,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602
3091,US-2022-121608,3/9/2022,5/9/2022,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,06010,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0,25.1225
3092,US-2022-101924,4/9/2022,9/9/2022,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,2,0.7,-6.8334
3093,US-2022-113523,4/9/2022,8/9/2022,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4,0.7,-6.1248
3094,US-2022-142755,4/9/2022,8/9/2022,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.4872
3095,US-2022-142755,4/9/2022,8/9/2022,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0,2.0492
3096,US-2022-142755,4/9/2022,8/9/2022,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5,0,137.151
